id,cidade,area,quantidade_quartos,quantidade_banheiros,quantidade_vagas,andar,permitido_animal,mobiliado,aluguel,imposto_imovel,seguro_fogo,total
2173,São Paulo,572,6,6,4,-,true,true,780000,235900,11800,1028000
2174,São Paulo,145,2,2,1,1,true,true,400000,0,5100,551400
2175,Belo Horizonte,70,2,1,2,1,true,true,120000,9700,1600,139300
2176,Rio de Janeiro,85,2,2,1,2,true,true,800000,65900,10400,1246000
2177,Belo Horizonte,140,3,2,0,2,true,true,300000,20200,4000,324200
2178,São Paulo,260,4,5,5,6,true,true,1250000,166700,15900,1733000
2179,São Paulo,211,4,4,4,2,true,true,339000,77500,4300,600800
2180,Campinas,58,2,1,1,2,true,true,65000,0,900,93900
2181,Rio de Janeiro,110,1,1,2,3,true,true,450000,34100,5800,683500
2182,São Paulo,72,2,2,0,10,true,true,150000,7000,2000,241000
2183,São Paulo,700,4,7,8,-,true,true,4500000,875000,67700,5443000
2184,São Paulo,68,1,2,1,5,true,true,600000,22900,7700,734600
2185,Rio de Janeiro,100,3,3,2,8,true,true,270000,9500,3500,399700
2186,São Paulo,240,3,2,0,7,true,true,650000,44400,8300,874400
2187,Rio de Janeiro,104,3,1,0,6,true,true,350000,19500,4600,452500
2188,Campinas,70,1,1,1,2,true,true,160000,7000,2100,198100
2189,São Paulo,67,1,1,1,14,true,true,260000,7200,3300,362500
2190,Belo Horizonte,160,4,2,5,-,true,true,378000,16700,6200,400900
2191,Belo Horizonte,64,3,1,0,3,true,true,140000,2700,1900,166100
2192,São Paulo,140,3,3,5,8,true,true,800000,71000,10200,1081000
2193,Campinas,38,1,1,0,3,true,true,75000,1500,1000,115100
2194,São Paulo,34,1,1,0,12,true,true,270000,5700,3500,316400
2195,São Paulo,54,2,1,0,7,true,true,200100,0,2600,256200
2196,São Paulo,54,1,1,1,1,true,true,720000,25000,9200,859200
2197,São Paulo,200,3,2,4,-,true,true,350000,50000,5300,405300
2198,São Paulo,107,3,2,2,1,true,true,260000,35000,3300,410500
2199,Rio de Janeiro,70,2,2,0,11,true,true,155000,7700,2000,252600
2200,São Paulo,20,1,1,0,5,true,true,180000,13000,2300,255500
2201,São Paulo,86,2,1,1,5,true,true,234000,0,800,335000
2202,Rio de Janeiro,30,1,1,1,-,true,true,148000,2500,2000,152500
2203,Porto Alegre,108,3,2,1,3,true,true,200000,8900,3000,294500
2204,São Paulo,250,4,3,4,-,true,true,270000,15400,4100,289500
2205,São Paulo,80,2,1,0,4,true,true,220000,9200,2800,306000
2206,Rio de Janeiro,73,2,1,1,8,true,true,110000,0,1500,213700
2207,Porto Alegre,45,1,1,1,3,true,true,120500,7200,1800,154500
2208,São Paulo,45,2,2,0,-,true,true,165000,8400,2500,175900
2209,São Paulo,255,4,4,0,15,true,true,250000,148400,3200,801600
2210,Belo Horizonte,217,4,3,4,12,true,true,600000,117700,8000,990100
2211,São Paulo,70,1,1,0,2,true,true,187000,0,2400,236600
2212,São Paulo,25,1,1,0,1,true,true,88500,0,1200,89700
2213,Porto Alegre,110,3,3,0,1,true,true,325000,7500,4800,377300
2214,São Paulo,80,2,2,1,12,true,true,1000000,10900,12700,1144000
2215,São Paulo,260,3,5,0,-,true,true,900000,63400,13600,977000
2216,São Paulo,50,2,2,1,10,true,true,270000,8200,3500,344100
2217,Campinas,60,2,1,1,1,true,true,81500,2000,600,127100
2218,São Paulo,400,3,6,6,-,true,true,650000,37500,9800,697300
2219,São Paulo,113,2,1,1,4,true,true,300000,5000,3900,408900
2220,São Paulo,400,4,4,6,8,true,true,800000,175000,10200,1375000
2221,Porto Alegre,64,2,2,2,6,true,true,225000,5000,3300,278300
2222,São Paulo,82,2,1,2,10,true,true,310000,33300,4000,549300
2223,São Paulo,65,2,1,3,9,true,true,200000,21700,2600,304300
2224,Porto Alegre,128,4,3,2,3,true,true,490000,40900,8800,655700
2225,São Paulo,38,1,1,0,1,true,true,95000,0,1300,102300
2226,Campinas,175,3,2,0,-,true,true,200000,0,3100,203100
2227,São Paulo,107,3,3,2,3,true,true,450000,41700,5800,657500
2228,Rio de Janeiro,257,4,3,2,3,true,true,380000,70900,4900,780800
2229,São Paulo,35,1,1,1,2,true,true,325000,3000,4200,387200
2230,São Paulo,463,4,7,6,-,true,true,1200000,126400,18100,1345000
2231,Rio de Janeiro,40,2,1,0,7,true,true,92000,5500,1200,132200
2232,Belo Horizonte,297,4,2,3,6,true,true,187000,20900,1500,409400
2233,São Paulo,137,3,3,1,9,true,true,550000,30300,7000,712000
2234,Rio de Janeiro,35,1,1,0,10,true,true,120000,8000,1600,179400
2235,Rio de Janeiro,128,3,3,1,8,true,true,350000,24200,4600,473800
2236,Belo Horizonte,59,2,1,1,2,true,true,125000,7000,1700,152700
2237,Rio de Janeiro,400,4,4,2,-,true,true,1148000,135700,17500,1364000
2238,Rio de Janeiro,100,3,2,1,5,true,true,450000,12500,5800,566300
2239,Rio de Janeiro,50,1,1,0,10,true,true,220000,8500,2900,299400
2240,Porto Alegre,80,2,2,1,5,true,true,190000,12000,2800,278800
2241,Belo Horizonte,68,2,2,2,4,true,true,165000,15400,2200,205600
2242,São Paulo,32,1,1,1,22,true,true,200000,41600,2600,444200
2243,Rio de Janeiro,161,3,3,3,14,true,true,450000,64000,5800,649800
2244,São Paulo,85,2,2,0,-,true,true,170000,0,2600,172600
2245,São Paulo,100,2,2,0,-,true,true,250000,27400,3800,281200
2246,São Paulo,136,3,4,3,7,true,true,500000,11700,6400,658100
2247,São Paulo,362,4,5,2,-,true,true,700000,83400,10600,794000
2248,São Paulo,276,3,3,4,15,true,true,650000,165000,8300,1183000
2249,Rio de Janeiro,22,1,1,0,2,true,true,132200,5900,1600,144700
2250,Porto Alegre,60,2,1,0,1,true,true,98000,4200,1500,115100
2251,São Paulo,500,4,7,8,-,true,true,925000,116700,14000,1056000
2252,Porto Alegre,65,1,1,1,3,true,true,98000,3800,1500,145900
2253,São Paulo,56,2,1,1,11,true,true,260000,0,3300,298300
2254,São Paulo,35,1,1,1,4,true,true,284000,1000,3600,318600
2255,Porto Alegre,98,3,2,2,4,true,true,255000,10000,3800,338800
2256,São Paulo,45,1,1,0,1,true,true,95000,3000,1500,99500
2257,Porto Alegre,48,2,1,1,2,true,true,80000,3500,1200,114700
2258,Campinas,48,1,1,1,4,true,true,150000,4200,2000,205200
2259,São Paulo,114,2,3,1,1,true,true,701000,16700,8900,816800
2260,Belo Horizonte,197,4,2,3,3,true,true,425000,40000,5700,555700
2261,Belo Horizonte,200,4,1,2,4,true,true,250000,20900,3400,308800
2262,Belo Horizonte,110,3,2,0,-,true,true,250000,0,4100,254100
2263,São Paulo,300,2,4,2,-,true,true,600000,41900,9100,651000
2264,Belo Horizonte,120,3,1,1,6,true,true,190000,14000,2600,320600
2265,Porto Alegre,40,1,1,0,3,true,true,108400,4600,1600,151600
2266,São Paulo,92,2,1,1,7,true,true,395000,0,5100,469100
2267,São Paulo,140,3,2,2,3,true,true,550000,58300,7000,779300
2268,São Paulo,244,4,3,4,2,true,true,700000,100000,8900,1155000
2269,Porto Alegre,59,2,1,0,3,true,true,100000,4200,1500,138300
2270,Rio de Janeiro,35,1,1,0,3,true,true,79100,3000,1100,83200
2271,São Paulo,120,3,2,3,16,true,true,200000,29200,2600,371800
2272,São Paulo,248,4,5,4,1,true,true,910000,25000,11600,1197000
2273,São Paulo,63,2,2,1,17,true,true,169000,2700,2200,252200
2274,São Paulo,45,1,1,1,8,true,true,180000,17200,2300,268900
2275,São Paulo,129,2,3,2,16,true,true,237600,33400,3800,384800
2276,São Paulo,300,3,3,8,-,true,true,467500,40000,7100,514600
2277,São Paulo,29,1,1,1,4,true,true,220000,11800,2800,299600
2278,Belo Horizonte,100,3,2,1,2,true,true,130000,11900,1800,218200
2279,São Paulo,153,4,3,3,3,true,true,550000,70000,7000,877000
2280,Campinas,87,2,1,1,4,true,true,120000,5200,1600,204800
2281,São Paulo,75,1,1,2,8,true,true,700000,32300,8900,838800
2282,Rio de Janeiro,300,4,4,2,3,true,true,1275000,133400,16500,1835000
2283,Porto Alegre,48,1,1,0,4,true,true,70000,30000,1100,135100
2284,São Paulo,56,2,2,1,4,true,true,200000,0,2600,252600
2285,Campinas,71,2,1,1,7,true,true,97700,11400,1300,177400
2286,São Paulo,84,4,1,3,5,true,true,600000,80400,7700,879500
2287,São Paulo,208,3,4,3,-,true,true,349000,47600,5300,401900
2288,São Paulo,100,1,2,1,13,true,true,600000,34800,7700,794500
2289,São Paulo,84,3,2,2,7,true,true,220000,7100,2800,283900
2290,São Paulo,145,4,3,2,1,true,true,480000,50000,6100,700500
2291,São Paulo,300,4,3,2,-,true,true,1500000,104000,22600,1627000
2292,São Paulo,65,2,2,1,12,true,true,600000,25000,7700,730700
2293,São Paulo,27,1,1,0,-,true,true,83600,0,1300,84900
2294,Rio de Janeiro,102,3,2,1,2,true,true,135000,14000,1800,340800
2295,Campinas,60,2,1,1,1,true,true,284800,6400,3700,333400
2296,Porto Alegre,60,1,1,0,1,true,true,128600,7000,1900,160500
2297,Rio de Janeiro,50,1,1,0,10,true,true,162000,0,2100,216100
2298,São Paulo,97,3,1,1,10,true,true,230000,2500,3000,311700
2299,São Paulo,52,1,2,1,19,true,true,500000,21000,6400,637400
2300,São Paulo,373,4,4,3,12,true,true,1275000,141700,16200,1883000
2301,São Paulo,157,4,3,2,-,true,true,660800,49200,10000,720000
2302,Campinas,68,3,1,1,2,true,true,110000,5000,1400,171900
2303,São Paulo,172,4,4,3,15,true,true,880000,89000,11200,1145000
2304,São Paulo,64,2,2,2,25,true,true,350000,0,4500,441000
2305,Rio de Janeiro,41,1,1,0,9,true,true,170000,8500,2200,260700
2306,Rio de Janeiro,106,2,2,1,2,true,true,285000,29600,3700,408300
2307,Belo Horizonte,150,4,2,3,1,true,true,330000,34000,4400,458400
2308,Belo Horizonte,135,4,2,2,4,true,true,350000,11700,4700,411400
2309,São Paulo,350,4,6,6,-,true,true,960000,136700,14500,1111000
2310,Belo Horizonte,360,3,1,3,-,true,true,150000,14200,2500,166700
2311,São Paulo,700,4,7,8,-,true,true,1500000,225000,22600,1748000
2312,Rio de Janeiro,100,2,2,1,6,true,true,890000,38000,11500,1180000
2313,Belo Horizonte,50,1,1,2,4,true,true,120000,0,1600,151600
2314,São Paulo,55,3,1,1,3,true,true,130000,0,1700,177500
2315,São Paulo,215,4,4,2,10,true,true,600000,83400,7700,886100
2316,São Paulo,287,3,2,5,-,true,true,1500000,0,22600,1523000
2317,São Paulo,58,2,1,1,3,true,true,150000,4300,2000,194600
2318,São Paulo,90,3,2,2,10,true,true,160000,30000,2100,277100
2319,São Paulo,200,3,3,3,-,true,true,331500,24100,5000,360600
2320,São Paulo,65,3,2,1,8,true,true,220000,500,2800,288300
2321,São Paulo,820,4,6,6,-,true,true,1000000,250000,15100,1515000
2322,São Paulo,102,2,1,0,3,true,true,200000,10900,2600,267300
2323,Rio de Janeiro,108,3,2,2,3,true,true,450000,44200,5800,700000
2324,São Paulo,86,3,2,2,6,true,true,310000,20300,4000,414300
2325,Campinas,210,6,3,0,-,true,true,420000,0,6400,426400
2326,Belo Horizonte,140,4,2,2,4,true,true,420000,46200,5600,571300
2327,São Paulo,220,4,4,3,2,true,true,450000,104200,5800,810000
2328,Campinas,66,2,1,1,-,true,true,110000,3400,1400,141300
2329,São Paulo,389,4,5,6,4,true,true,850000,183400,10800,1444000
2330,São Paulo,80,3,3,1,11,true,true,170000,2500,2200,268100
2331,São Paulo,78,2,2,1,1,true,true,220000,14800,2800,316800
2332,São Paulo,178,4,2,5,-,true,true,600000,45900,9100,655000
2333,São Paulo,47,2,1,1,4,true,true,114000,6400,1500,178400
2334,Belo Horizonte,160,4,1,1,-,true,true,215000,0,3600,218600
2335,Rio de Janeiro,25,1,1,0,1,true,true,70000,0,1000,76000
2336,São Paulo,80,2,2,2,-,true,true,170000,17700,2600,195300
2337,São Paulo,144,3,3,2,-,true,true,500000,10900,7600,518500
2338,Campinas,400,5,7,4,5,true,true,790000,88800,10100,1209000
2339,Belo Horizonte,100,3,2,1,-,true,true,1450000,42300,23800,1516000
2340,São Paulo,48,2,1,0,2,true,true,115000,9000,1500,134500
2341,São Paulo,64,3,2,2,16,true,true,153000,3400,2000,208400
2342,Porto Alegre,50,2,1,0,-,true,true,70000,10000,1100,91100
2343,São Paulo,50,1,1,1,11,true,true,515600,11700,6600,647900
2344,São Paulo,60,2,2,1,5,true,true,146500,10000,1900,228400
2345,Rio de Janeiro,180,3,2,1,2,true,true,480000,37700,6200,723900
2346,São Paulo,339,3,3,4,-,true,true,388000,35300,5900,429200
2347,Campinas,54,1,1,1,5,true,true,235000,12700,3000,325800
2348,São Paulo,420,4,6,4,10,true,true,1200000,316700,15300,2102000
2349,Campinas,350,4,5,4,-,true,true,800000,41700,12100,921800
2350,São Paulo,72,2,2,2,6,true,true,306000,25000,3900,414900
2351,São Paulo,50,1,1,0,-,true,true,80000,5900,1300,87200
2352,São Paulo,450,4,4,4,-,true,true,1100000,141700,16600,1258000
2353,Rio de Janeiro,60,2,1,0,6,true,true,290000,9200,3800,383000
2354,São Paulo,160,2,3,3,-,true,true,750000,41700,11300,803000
2355,Belo Horizonte,450,4,4,5,10,true,true,1350000,113000,18000,1701000
2356,São Paulo,265,3,4,3,-,true,true,349000,45000,5300,399300
2357,São Paulo,103,3,1,3,2,true,true,340000,9400,4400,459200
2358,São Paulo,60,2,2,1,8,true,true,165000,0,2100,231100
2359,São Paulo,136,3,3,3,15,true,true,790000,49000,10100,994100
2360,Belo Horizonte,45,2,1,1,5,true,true,75000,2800,1000,101500
2361,São Paulo,206,3,3,4,25,true,true,1250000,75800,15900,1522000
2362,São Paulo,229,4,2,3,2,true,true,550000,40900,7000,707900
2363,Campinas,70,1,2,1,2,true,true,100000,3500,1300,149800
2364,São Paulo,130,3,2,0,18,true,true,450000,57400,5800,651800
2365,Campinas,87,2,1,0,10,true,true,110000,8200,1400,161100
2366,São Paulo,200,4,5,3,7,true,true,600000,25000,7700,907700
2367,Rio de Janeiro,50,1,1,1,2,true,true,132000,0,1800,150800
2368,São Paulo,120,3,2,1,-,true,true,300000,49500,4600,354100
2369,São Paulo,40,1,1,0,1,true,true,130000,11100,1700,202800
2370,São Paulo,54,2,1,1,-,true,true,180000,12900,2300,255200
2371,São Paulo,48,2,1,0,2,true,true,135000,0,1800,146800
2372,São Paulo,149,3,4,3,7,true,true,600000,55000,7700,792700
2373,São Paulo,45,2,1,1,14,true,true,150000,8200,2000,187200
2374,São Paulo,76,2,2,2,4,true,true,265000,13000,3400,366400
2375,São Paulo,60,2,1,0,3,true,true,185000,0,2400,236100
2376,São Paulo,118,3,3,2,5,true,true,900000,35200,11500,1127000
2377,São Paulo,200,2,3,1,2,true,true,1300000,62500,16500,1609000
2378,São Paulo,200,2,2,1,-,true,true,500000,0,7600,507600
2379,São Paulo,138,3,4,2,18,true,true,1000000,52700,12700,1215000
2380,São Paulo,53,2,1,1,8,true,true,120000,0,1600,216600
2381,Porto Alegre,61,1,1,1,13,true,true,380000,10400,5600,519700
2382,São Paulo,135,3,3,2,7,true,true,280000,64100,3600,533200
2383,São Paulo,50,1,1,0,-,true,true,75000,2500,1200,78700
2384,São Paulo,34,1,1,1,9,true,true,130000,10000,1700,261700
2385,São Paulo,218,3,3,3,17,true,true,400000,77500,5100,712600
2386,São Paulo,400,3,5,4,20,true,true,1000000,125000,12700,1488000
2387,Belo Horizonte,25,1,1,1,1,true,true,55000,8400,800,64200
2388,Porto Alegre,360,5,3,3,-,true,true,350000,0,6300,356300
2389,São Paulo,72,2,1,1,9,true,true,263000,37800,3400,403200
2390,São Paulo,45,2,1,1,17,true,true,160000,3400,2100,195500
2391,Belo Horizonte,340,3,5,5,-,true,true,460000,21100,7600,488700
2392,São Paulo,130,3,3,2,-,true,true,310000,13000,4700,327700
2393,São Paulo,72,3,2,2,15,true,true,300000,24500,3900,390000
2394,São Paulo,50,1,1,0,-,true,true,90000,0,1400,91400
2395,São Paulo,100,2,2,0,8,true,true,499900,5000,6400,621300
2396,São Paulo,270,3,2,4,21,true,true,1300000,125000,16500,1762000
2397,Belo Horizonte,60,2,1,1,3,true,true,132500,0,1800,146500
2398,Belo Horizonte,46335,4,8,5,11,true,true,850000,64600,11400,1022000
2399,Belo Horizonte,700,3,3,8,-,true,true,1000000,80700,16400,1097000
2400,São Paulo,550,4,5,0,1,true,true,880000,0,11200,1161000
2401,Belo Horizonte,21,1,1,1,2,true,true,98000,0,1400,199400
2402,São Paulo,55,1,2,1,17,true,true,380000,10000,4900,472600
2403,São Paulo,40,1,2,1,28,true,true,420000,31800,5400,650700
2404,Belo Horizonte,50,1,1,1,12,true,true,150000,10000,2000,219100
2405,São Paulo,52,1,1,1,15,true,true,395000,29000,5100,494100
2406,São Paulo,46,2,1,1,6,true,true,143400,900,1900,174200
2407,Belo Horizonte,20,1,1,1,-,true,true,110000,0,1500,111500
2408,São Paulo,50,1,1,0,-,true,true,105000,5900,1600,112500
2409,Rio de Janeiro,49,1,2,1,10,true,true,240000,13300,3100,332500
2410,Porto Alegre,440,3,2,3,6,true,true,1050000,8400,15400,1084000
2411,Porto Alegre,59,2,1,1,2,true,true,90000,6200,1400,135800
2412,Belo Horizonte,150,4,1,3,1,true,true,230000,0,3800,233800
2413,São Paulo,100,3,2,0,7,true,true,202000,13200,2600,292800
2414,São Paulo,72,2,2,1,4,true,true,210000,2700,2700,303400
2415,São Paulo,500,7,7,8,-,true,true,900000,166700,13600,1080000
2416,São Paulo,264,3,5,0,-,true,true,600000,48800,9100,657900
2417,São Paulo,76,2,2,2,14,true,true,550000,29900,7000,677800
2418,São Paulo,16,1,1,0,1,true,true,87000,0,1200,88200
2419,São Paulo,198,3,2,2,8,true,true,325000,33400,4200,502600
2420,São Paulo,190,3,2,1,3,true,true,400000,10000,5100,575100
2421,São Paulo,210,4,4,4,4,true,true,1150000,148000,14600,1598000
2422,Campinas,233,3,1,1,-,true,true,270000,23900,4100,298000
2423,São Paulo,180,3,2,2,-,true,true,1100000,15000,16600,1132000
2424,Belo Horizonte,1020,5,4,6,-,true,true,652000,65400,10700,728100
2425,São Paulo,320,3,3,2,-,true,true,720000,60000,10900,790900
2426,São Paulo,116,3,2,2,5,true,true,380000,51800,4900,625100
2427,São Paulo,128,2,1,1,9,true,true,850000,900,10800,981700
2428,Campinas,42,2,1,1,4,true,true,102000,0,1300,122400
2429,São Paulo,70,2,1,1,6,true,true,380000,4500,4900,455400
2430,São Paulo,320,3,4,4,7,true,true,1500000,165900,19100,2029000
2431,Campinas,77,2,2,1,9,true,true,120000,7100,1600,201200
2432,São Paulo,208,3,3,3,4,true,true,1500000,120000,19100,1888000
2433,São Paulo,115,3,3,3,-,true,true,240000,7100,3700,250800
2434,Porto Alegre,60,2,1,1,1,true,true,130000,2500,1900,174400
2435,Porto Alegre,50,1,1,0,1,true,true,104500,3000,1600,129100
2436,São Paulo,108,2,4,2,7,true,true,450000,52200,5800,636900
2437,São Paulo,64,2,2,1,7,true,true,695000,27600,8900,849700
2438,São Paulo,178,3,2,1,-,true,true,350000,13000,5300,368300
2439,Porto Alegre,53,1,1,0,2,true,true,148000,4200,2200,178400
2440,Rio de Janeiro,118,3,2,0,2,true,true,156000,21000,2100,312500
2441,Campinas,65,2,1,1,3,true,true,125000,5300,1600,173900
2442,Rio de Janeiro,180,3,3,2,6,true,true,700000,47500,9100,956600
2443,Campinas,348,3,3,3,-,true,true,485000,40000,7300,532300
2444,São Paulo,150,3,3,1,3,true,true,450000,48400,5800,727100
2445,Porto Alegre,45,1,1,0,6,true,true,65000,2800,1000,103800
2446,São Paulo,37,1,1,1,3,true,true,330000,1300,4200,384000
2447,São Paulo,540,4,4,6,-,true,true,522000,154200,7900,684100
2448,Belo Horizonte,521,5,2,3,-,true,true,1000000,74300,16400,1091000
2449,Campinas,147,4,3,3,8,true,true,480000,28400,6100,674500
2450,Rio de Janeiro,130,3,2,1,8,true,true,261000,45000,3400,498300
2451,São Paulo,190,3,2,1,-,true,true,370000,0,5600,375600
2452,Rio de Janeiro,28,1,1,0,16,true,true,73000,9900,1000,193900
2453,São Paulo,160,3,3,3,-,true,true,585000,52800,8800,797500
2454,Rio de Janeiro,310,3,2,0,5,true,true,520000,59500,6800,836300
2455,São Paulo,530,4,5,6,-,true,true,1300000,0,19600,1320000
2456,São Paulo,59,2,1,1,9,true,true,120000,0,1600,201700
2457,São Paulo,800,5,4,8,-,true,true,1420000,225000,21400,1666000
2458,São Paulo,77,2,1,0,3,true,true,205000,700,2600,267300
2459,São Paulo,160,3,2,1,6,true,true,430000,50000,5500,635500
2460,São Paulo,47,1,1,1,15,true,true,180000,0,2300,235300
2461,Belo Horizonte,52,2,1,1,1,true,true,100000,0,1400,117400
2462,São Paulo,60,1,2,1,2,true,true,400000,11200,5100,531800
2463,Rio de Janeiro,120,3,3,2,9,true,true,300000,50000,3900,428900
2464,Belo Horizonte,55,2,1,0,2,true,true,85000,5000,1200,91200
2465,Campinas,110,3,3,2,-,true,true,320000,8800,4900,389700
2466,Porto Alegre,145,3,4,0,2,true,true,295000,7500,4400,331900
2467,São Paulo,88,2,4,2,8,true,true,230000,37900,3000,354900
2468,São Paulo,49,2,1,1,11,true,true,200000,300,2600,237900
2469,São Paulo,26,1,1,0,4,true,true,350000,8000,4500,417500
2470,São Paulo,36,1,1,0,6,true,true,160000,6000,2100,198100
2471,São Paulo,150,3,2,5,-,true,true,210000,26000,3200,239200
2472,São Paulo,77,1,1,1,8,true,true,570000,0,7300,577300
2473,Campinas,60,1,1,2,-,true,true,161000,5000,2500,168500
2474,Rio de Janeiro,58,2,2,1,1,true,true,119000,10500,1600,207200
2475,São Paulo,145,4,4,3,14,true,true,450000,58400,5800,680500
2476,São Paulo,408,4,6,3,20,true,true,1500000,166700,19100,1966000
2477,São Paulo,50,1,1,0,-,true,true,80000,1800,1300,83100
2478,São Paulo,85,3,2,2,12,true,true,330000,11600,4200,435800
2479,Belo Horizonte,210,3,3,3,1,true,true,420000,24200,5600,489800
2480,Belo Horizonte,100,3,1,2,3,true,true,164600,7300,2200,194100
2481,Porto Alegre,68,2,1,1,6,true,true,190000,7800,2800,248600
2482,Campinas,42,1,1,1,16,true,true,200000,7500,2600,257300
2483,Campinas,87,3,1,0,15,true,true,130000,10500,1700,214700
2484,São Paulo,40,1,1,0,1,true,true,95000,8400,1300,128700
2485,São Paulo,50,2,1,1,4,true,true,185000,13300,2400,254700
2486,Porto Alegre,85,2,2,0,7,true,true,252000,11300,3700,333000
2487,Porto Alegre,55,1,1,1,3,true,true,191000,11000,2800,259800
2488,São Paulo,127,2,2,2,5,true,true,550000,36100,7000,748100
2489,São Paulo,172,3,5,3,-,true,true,580000,60700,8800,649500
2490,Porto Alegre,75,2,1,2,2,true,true,120000,5500,1800,165300
2491,São Paulo,50,1,1,1,6,true,true,300000,12300,3900,366200
2492,Campinas,120,4,2,5,-,true,true,420000,0,6400,426400
2493,São Paulo,95,3,2,2,15,true,true,349000,16700,4500,442200
2494,Belo Horizonte,300,5,3,6,-,true,true,520000,33400,8600,562000
2495,Rio de Janeiro,44,1,1,0,1,true,true,160000,0,2100,198100
2496,Porto Alegre,563,3,6,4,12,true,true,1500000,125000,22000,2167000
2497,Rio de Janeiro,65,2,2,0,2,true,true,170000,8400,2200,195600
2498,Rio de Janeiro,170,2,2,1,9,true,true,294000,8000,3800,394200
2499,Belo Horizonte,22,1,1,1,1,true,true,150000,0,2000,152000
2500,Belo Horizonte,410,4,4,4,-,true,true,490000,46600,8100,544700
2501,Rio de Janeiro,60,2,1,1,2,true,true,140000,4100,1900,202100
